[08/15/2023-02:04:01] [TRT] [I] [MemUsageChange] Init CUDA: CPU +224, GPU +0, now: CPU 265, GPU 1825 (MiB)
[08/15/2023-02:04:02] [TRT] [I] Loaded engine size: 21 MiB
[08/15/2023-02:04:05] [TRT] [I] [MemUsageChange] Init cuBLAS/cuBLASLt: CPU +155, GPU +464, now: CPU 450, GPU 2424 (MiB)
[08/15/2023-02:04:08] [TRT] [I] [MemUsageChange] Init cuDNN: CPU +240, GPU +674, now: CPU 690, GPU 3098 (MiB)
[08/15/2023-02:04:08] [TRT] [I] [MemUsageChange] TensorRT-managed allocation in engine deserialization: CPU +0, GPU +20, now: CPU 0, GPU 20 (MiB)
[08/15/2023-02:04:08] [TRT] [I] [MemUsageChange] Init cuBLAS/cuBLASLt: CPU +0, GPU +0, now: CPU 669, GPU 3078 (MiB)
[08/15/2023-02:04:08] [TRT] [I] [MemUsageChange] Init cuDNN: CPU +0, GPU +0, now: CPU 669, GPU 3078 (MiB)
[08/15/2023-02:04:09] [TRT] [I] [MemUsageChange] TensorRT-managed allocation in IExecutionContext creation: CPU +0, GPU +32, now: CPU 0, GPU 52 (MiB)
GST_ARGUS: Creating output stream
CONSUMER: Waiting until producer is connected...
GST_ARGUS: Available Sensor modes :
GST_ARGUS: 3264 x 2464 FR = 21.000000 fps Duration = 47619048 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 3264 x 1848 FR = 28.000001 fps Duration = 35714284 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1920 x 1080 FR = 29.999999 fps Duration = 33333334 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1640 x 1232 FR = 29.999999 fps Duration = 33333334 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1280 x 720 FR = 59.999999 fps Duration = 16666667 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: 1280 x 720 FR = 120.000005 fps Duration = 8333333 ; Analog Gain range min 1.000000, max 10.625000; Exposure Range min 13000, max 683709000;

GST_ARGUS: Running with following settings:
   Camera index = 0 
   Camera mode  = 5 
   Output Stream W = 1280 H = 720 
   seconds to Run    = 0 
   Frame Rate = 120.000005 
GST_ARGUS: Setup Complete, Starting captures for 0 seconds
GST_ARGUS: Starting repeat capture requests.
CONSUMER: Producer has connected; continuing.
bingding: data (3, 640, 640)
bingding: prob (6001, 1, 1)
batch size is 1
Video name: output/raspberry_cam_from_drone_2023-08-15_02.04.10.avi . Frame size: width: 640 , height: 640 , FPS: 120
inference: time->60.04ms, fps: 16.66, total fps: 0.00, frame obj: 6, total obj: 6
inference: time->55.05ms, fps: 18.17, total fps: 5.00, frame obj: 6, total obj: 11477
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 6, total obj: 11483
inference: time->54.75ms, fps: 18.27, total fps: 4.00, frame obj: 6, total obj: 11489
inference: time->54.64ms, fps: 18.30, total fps: 4.00, frame obj: 6, total obj: 11495
inference: time->54.58ms, fps: 18.32, total fps: 4.00, frame obj: 6, total obj: 11501
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 6, total obj: 11507
inference: time->54.74ms, fps: 18.27, total fps: 4.00, frame obj: 6, total obj: 11513
inference: time->54.82ms, fps: 18.24, total fps: 4.00, frame obj: 5, total obj: 11518
inference: time->54.83ms, fps: 18.24, total fps: 4.00, frame obj: 6, total obj: 11524
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 6, total obj: 11530
inference: time->54.91ms, fps: 18.21, total fps: 4.00, frame obj: 7, total obj: 11537
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 6, total obj: 11543
inference: time->54.65ms, fps: 18.30, total fps: 5.00, frame obj: 6, total obj: 11549
inference: time->54.61ms, fps: 18.31, total fps: 4.00, frame obj: 7, total obj: 11556
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 6, total obj: 11562
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 6, total obj: 11568
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 7, total obj: 11575
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 6, total obj: 11581
inference: time->55.02ms, fps: 18.18, total fps: 4.00, frame obj: 6, total obj: 11587
inference: time->54.98ms, fps: 18.19, total fps: 4.00, frame obj: 7, total obj: 11594
inference: time->54.92ms, fps: 18.21, total fps: 4.00, frame obj: 8, total obj: 11602
inference: time->54.72ms, fps: 18.27, total fps: 4.00, frame obj: 6, total obj: 11608
inference: time->54.66ms, fps: 18.29, total fps: 4.00, frame obj: 6, total obj: 11614
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 6, total obj: 11620
inference: time->54.81ms, fps: 18.25, total fps: 5.00, frame obj: 6, total obj: 11626
inference: time->54.56ms, fps: 18.33, total fps: 4.00, frame obj: 6, total obj: 11632
inference: time->54.78ms, fps: 18.25, total fps: 4.00, frame obj: 6, total obj: 11638
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 6, total obj: 11644
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 6, total obj: 11650
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 6, total obj: 11656
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 6, total obj: 11662
inference: time->54.74ms, fps: 18.27, total fps: 4.00, frame obj: 6, total obj: 11668
inference: time->54.55ms, fps: 18.33, total fps: 4.00, frame obj: 6, total obj: 11674
inference: time->54.76ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 11681
inference: time->54.74ms, fps: 18.27, total fps: 4.00, frame obj: 6, total obj: 11687
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 6, total obj: 11693
inference: time->54.81ms, fps: 18.25, total fps: 5.00, frame obj: 6, total obj: 11699
inference: time->54.66ms, fps: 18.30, total fps: 4.00, frame obj: 6, total obj: 11705
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 5, total obj: 11710
inference: time->54.63ms, fps: 18.30, total fps: 4.00, frame obj: 6, total obj: 11716
inference: time->54.52ms, fps: 18.34, total fps: 4.00, frame obj: 6, total obj: 11722
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 6, total obj: 11728
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 6, total obj: 11734
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 6, total obj: 11740
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 11747
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 11754
inference: time->54.67ms, fps: 18.29, total fps: 4.00, frame obj: 8, total obj: 11762
inference: time->54.56ms, fps: 18.33, total fps: 4.00, frame obj: 9, total obj: 11771
inference: time->54.56ms, fps: 18.33, total fps: 4.00, frame obj: 10, total obj: 11781
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 11789
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 6, total obj: 11795
inference: time->54.81ms, fps: 18.25, total fps: 4.00, frame obj: 12, total obj: 11807
inference: time->54.91ms, fps: 18.21, total fps: 4.00, frame obj: 6, total obj: 11813
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 7, total obj: 11820
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 11828
inference: time->54.84ms, fps: 18.23, total fps: 4.00, frame obj: 8, total obj: 11836
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 5, total obj: 11841
inference: time->54.55ms, fps: 18.33, total fps: 4.00, frame obj: 8, total obj: 11849
inference: time->54.59ms, fps: 18.32, total fps: 4.00, frame obj: 6, total obj: 11855
inference: time->54.92ms, fps: 18.21, total fps: 4.00, frame obj: 9, total obj: 11864
inference: time->54.82ms, fps: 18.24, total fps: 5.00, frame obj: 7, total obj: 11871
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 8, total obj: 11879
inference: time->54.67ms, fps: 18.29, total fps: 4.00, frame obj: 5, total obj: 11884
inference: time->54.94ms, fps: 18.20, total fps: 4.00, frame obj: 7, total obj: 11891
inference: time->54.59ms, fps: 18.32, total fps: 4.00, frame obj: 7, total obj: 11898
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 11905
inference: time->54.76ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 11913
inference: time->54.60ms, fps: 18.32, total fps: 4.00, frame obj: 8, total obj: 11921
inference: time->54.91ms, fps: 18.21, total fps: 4.00, frame obj: 6, total obj: 11927
inference: time->54.60ms, fps: 18.31, total fps: 4.00, frame obj: 6, total obj: 11933
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 7, total obj: 11940
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 8, total obj: 11948
inference: time->54.68ms, fps: 18.29, total fps: 5.00, frame obj: 9, total obj: 11957
inference: time->54.75ms, fps: 18.27, total fps: 4.00, frame obj: 7, total obj: 11964
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 6, total obj: 11970
inference: time->55.40ms, fps: 18.05, total fps: 4.00, frame obj: 8, total obj: 11978
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 6, total obj: 11984
inference: time->54.87ms, fps: 18.22, total fps: 4.00, frame obj: 8, total obj: 11992
inference: time->54.59ms, fps: 18.32, total fps: 4.00, frame obj: 7, total obj: 11999
inference: time->54.61ms, fps: 18.31, total fps: 4.00, frame obj: 6, total obj: 12005
inference: time->54.78ms, fps: 18.25, total fps: 4.00, frame obj: 8, total obj: 12013
inference: time->54.91ms, fps: 18.21, total fps: 4.00, frame obj: 9, total obj: 12022
inference: time->54.99ms, fps: 18.18, total fps: 4.00, frame obj: 9, total obj: 12031
inference: time->54.75ms, fps: 18.27, total fps: 4.00, frame obj: 6, total obj: 12037
inference: time->54.57ms, fps: 18.33, total fps: 5.00, frame obj: 7, total obj: 12044
inference: time->54.87ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 12051
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 7, total obj: 12058
inference: time->54.87ms, fps: 18.22, total fps: 4.00, frame obj: 7, total obj: 12065
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 12072
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 8, total obj: 12080
inference: time->54.81ms, fps: 18.25, total fps: 4.00, frame obj: 8, total obj: 12088
inference: time->55.06ms, fps: 18.16, total fps: 4.00, frame obj: 7, total obj: 12095
inference: time->54.57ms, fps: 18.32, total fps: 4.00, frame obj: 8, total obj: 12103
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 7, total obj: 12110
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 6, total obj: 12116
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 6, total obj: 12122
inference: time->54.79ms, fps: 18.25, total fps: 5.00, frame obj: 8, total obj: 12130
inference: time->54.97ms, fps: 18.19, total fps: 4.00, frame obj: 8, total obj: 12138
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 6, total obj: 12144
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 6, total obj: 12150
inference: time->54.66ms, fps: 18.29, total fps: 4.00, frame obj: 7, total obj: 12157
inference: time->54.87ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 12164
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 6, total obj: 12170
inference: time->54.60ms, fps: 18.31, total fps: 4.00, frame obj: 7, total obj: 12177
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 12184
inference: time->54.96ms, fps: 18.20, total fps: 4.00, frame obj: 7, total obj: 12191
inference: time->54.85ms, fps: 18.23, total fps: 4.00, frame obj: 10, total obj: 12201
inference: time->56.21ms, fps: 17.79, total fps: 4.00, frame obj: 6, total obj: 12207
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 8, total obj: 12215
inference: time->54.59ms, fps: 18.32, total fps: 4.00, frame obj: 8, total obj: 12223
inference: time->54.64ms, fps: 18.30, total fps: 4.00, frame obj: 8, total obj: 12231
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 9, total obj: 12240
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 9, total obj: 12249
inference: time->54.75ms, fps: 18.27, total fps: 4.00, frame obj: 10, total obj: 12259
inference: time->54.72ms, fps: 18.27, total fps: 4.00, frame obj: 6, total obj: 12265
inference: time->54.88ms, fps: 18.22, total fps: 4.00, frame obj: 6, total obj: 12271
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 5, total obj: 12276
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 8, total obj: 12284
inference: time->54.67ms, fps: 18.29, total fps: 4.00, frame obj: 7, total obj: 12291
inference: time->54.54ms, fps: 18.33, total fps: 4.00, frame obj: 7, total obj: 12298
inference: time->54.71ms, fps: 18.28, total fps: 5.00, frame obj: 7, total obj: 12305
inference: time->54.98ms, fps: 18.19, total fps: 4.00, frame obj: 6, total obj: 12311
inference: time->54.59ms, fps: 18.32, total fps: 4.00, frame obj: 6, total obj: 12317
inference: time->54.98ms, fps: 18.19, total fps: 4.00, frame obj: 7, total obj: 12324
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 12331
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 12339
inference: time->54.74ms, fps: 18.27, total fps: 4.00, frame obj: 10, total obj: 12349
inference: time->54.91ms, fps: 18.21, total fps: 4.00, frame obj: 7, total obj: 12356
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 8, total obj: 12364
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 8, total obj: 12372
inference: time->54.76ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 12379
inference: time->54.91ms, fps: 18.21, total fps: 4.00, frame obj: 6, total obj: 12385
inference: time->54.65ms, fps: 18.30, total fps: 5.00, frame obj: 8, total obj: 12393
inference: time->54.58ms, fps: 18.32, total fps: 4.00, frame obj: 6, total obj: 12399
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 6, total obj: 12405
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 8, total obj: 12413
inference: time->54.67ms, fps: 18.29, total fps: 4.00, frame obj: 6, total obj: 12419
inference: time->54.83ms, fps: 18.24, total fps: 4.00, frame obj: 13, total obj: 12432
inference: time->54.57ms, fps: 18.32, total fps: 4.00, frame obj: 7, total obj: 12439
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 9, total obj: 12448
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 8, total obj: 12456
inference: time->54.91ms, fps: 18.21, total fps: 4.00, frame obj: 7, total obj: 12463
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 6, total obj: 12469
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 12476
inference: time->54.95ms, fps: 18.20, total fps: 5.00, frame obj: 7, total obj: 12483
inference: time->54.82ms, fps: 18.24, total fps: 4.00, frame obj: 8, total obj: 12491
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 12499
inference: time->54.76ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 12506
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 6, total obj: 12512
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 8, total obj: 12520
inference: time->54.81ms, fps: 18.25, total fps: 4.00, frame obj: 6, total obj: 12526
inference: time->54.91ms, fps: 18.21, total fps: 4.00, frame obj: 8, total obj: 12534
inference: time->54.61ms, fps: 18.31, total fps: 4.00, frame obj: 7, total obj: 12541
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 12548
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 10, total obj: 12558
inference: time->54.74ms, fps: 18.27, total fps: 4.00, frame obj: 9, total obj: 12567
inference: time->54.72ms, fps: 18.28, total fps: 5.00, frame obj: 7, total obj: 12574
inference: time->54.93ms, fps: 18.21, total fps: 4.00, frame obj: 6, total obj: 12580
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 10, total obj: 12590
inference: time->54.87ms, fps: 18.23, total fps: 4.00, frame obj: 9, total obj: 12599
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 10, total obj: 12609
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 6, total obj: 12615
inference: time->54.88ms, fps: 18.22, total fps: 4.00, frame obj: 6, total obj: 12621
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 7, total obj: 12628
inference: time->54.90ms, fps: 18.21, total fps: 4.00, frame obj: 7, total obj: 12635
inference: time->55.02ms, fps: 18.17, total fps: 4.00, frame obj: 8, total obj: 12643
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 9, total obj: 12652
inference: time->54.92ms, fps: 18.21, total fps: 4.00, frame obj: 7, total obj: 12659
inference: time->54.85ms, fps: 18.23, total fps: 5.00, frame obj: 7, total obj: 12666
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 8, total obj: 12674
inference: time->54.84ms, fps: 18.24, total fps: 4.00, frame obj: 6, total obj: 12680
inference: time->55.02ms, fps: 18.17, total fps: 4.00, frame obj: 9, total obj: 12689
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 7, total obj: 12696
inference: time->54.92ms, fps: 18.21, total fps: 4.00, frame obj: 7, total obj: 12703
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 7, total obj: 12710
inference: time->54.76ms, fps: 18.26, total fps: 4.00, frame obj: 6, total obj: 12716
inference: time->54.72ms, fps: 18.27, total fps: 4.00, frame obj: 7, total obj: 12723
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 6, total obj: 12729
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 12737
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 12745
inference: time->54.74ms, fps: 18.27, total fps: 4.00, frame obj: 7, total obj: 12752
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 9, total obj: 12761
inference: time->54.81ms, fps: 18.24, total fps: 4.00, frame obj: 9, total obj: 12770
inference: time->54.92ms, fps: 18.21, total fps: 4.00, frame obj: 8, total obj: 12778
inference: time->54.58ms, fps: 18.32, total fps: 4.00, frame obj: 7, total obj: 12785
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 6, total obj: 12791
inference: time->54.63ms, fps: 18.30, total fps: 4.00, frame obj: 6, total obj: 12797
inference: time->54.93ms, fps: 18.21, total fps: 4.00, frame obj: 10, total obj: 12807
inference: time->54.76ms, fps: 18.26, total fps: 4.00, frame obj: 9, total obj: 12816
inference: time->54.75ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 12823
inference: time->54.81ms, fps: 18.25, total fps: 4.00, frame obj: 9, total obj: 12832
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 6, total obj: 12838
inference: time->54.66ms, fps: 18.30, total fps: 5.00, frame obj: 7, total obj: 12845
inference: time->54.81ms, fps: 18.25, total fps: 4.00, frame obj: 6, total obj: 12851
inference: time->54.69ms, fps: 18.29, total fps: 4.00, frame obj: 9, total obj: 12860
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 7, total obj: 12867
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 9, total obj: 12876
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 12884
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 12891
inference: time->55.03ms, fps: 18.17, total fps: 4.00, frame obj: 7, total obj: 12898
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 12905
inference: time->54.99ms, fps: 18.19, total fps: 4.00, frame obj: 6, total obj: 12911
inference: time->54.93ms, fps: 18.21, total fps: 4.00, frame obj: 8, total obj: 12919
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 8, total obj: 12927
inference: time->54.74ms, fps: 18.27, total fps: 4.00, frame obj: 9, total obj: 12936
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 8, total obj: 12944
inference: time->54.98ms, fps: 18.19, total fps: 4.00, frame obj: 7, total obj: 12951
inference: time->54.58ms, fps: 18.32, total fps: 4.00, frame obj: 6, total obj: 12957
inference: time->54.64ms, fps: 18.30, total fps: 4.00, frame obj: 7, total obj: 12964
inference: time->54.90ms, fps: 18.21, total fps: 4.00, frame obj: 8, total obj: 12972
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 6, total obj: 12978
inference: time->54.72ms, fps: 18.27, total fps: 4.00, frame obj: 7, total obj: 12985
inference: time->54.88ms, fps: 18.22, total fps: 4.00, frame obj: 8, total obj: 12993
inference: time->54.56ms, fps: 18.33, total fps: 4.00, frame obj: 6, total obj: 12999
inference: time->54.75ms, fps: 18.26, total fps: 4.00, frame obj: 5, total obj: 13004
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 10, total obj: 13014
inference: time->54.94ms, fps: 18.20, total fps: 4.00, frame obj: 7, total obj: 13021
inference: time->55.86ms, fps: 17.90, total fps: 4.00, frame obj: 7, total obj: 13028
inference: time->54.95ms, fps: 18.20, total fps: 4.00, frame obj: 7, total obj: 13035
inference: time->54.91ms, fps: 18.21, total fps: 4.00, frame obj: 9, total obj: 13044
inference: time->54.88ms, fps: 18.22, total fps: 4.00, frame obj: 8, total obj: 13052
inference: time->56.00ms, fps: 17.86, total fps: 4.00, frame obj: 8, total obj: 13060
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 10, total obj: 13070
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 7, total obj: 13077
inference: time->54.92ms, fps: 18.21, total fps: 4.00, frame obj: 8, total obj: 13085
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 7, total obj: 13092
inference: time->55.06ms, fps: 18.16, total fps: 4.00, frame obj: 6, total obj: 13098
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 7, total obj: 13105
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 11, total obj: 13116
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 13124
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 13131
inference: time->54.74ms, fps: 18.27, total fps: 4.00, frame obj: 7, total obj: 13138
inference: time->54.74ms, fps: 18.27, total fps: 4.00, frame obj: 7, total obj: 13145
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 7, total obj: 13152
inference: time->56.54ms, fps: 17.69, total fps: 4.00, frame obj: 9, total obj: 13161
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 8, total obj: 13169
inference: time->54.65ms, fps: 18.30, total fps: 4.00, frame obj: 8, total obj: 13177
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 6, total obj: 13183
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 6, total obj: 13189
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 8, total obj: 13197
inference: time->55.00ms, fps: 18.18, total fps: 5.00, frame obj: 7, total obj: 13204
inference: time->54.82ms, fps: 18.24, total fps: 4.00, frame obj: 8, total obj: 13212
inference: time->54.84ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 13219
inference: time->54.94ms, fps: 18.20, total fps: 4.00, frame obj: 8, total obj: 13227
inference: time->58.11ms, fps: 17.21, total fps: 4.00, frame obj: 9, total obj: 13236
inference: time->54.78ms, fps: 18.26, total fps: 4.00, frame obj: 10, total obj: 13246
inference: time->54.90ms, fps: 18.21, total fps: 4.00, frame obj: 6, total obj: 13252
inference: time->54.70ms, fps: 18.28, total fps: 4.00, frame obj: 5, total obj: 13257
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 7, total obj: 13264
inference: time->54.82ms, fps: 18.24, total fps: 4.00, frame obj: 8, total obj: 13272
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 9, total obj: 13281
inference: time->54.92ms, fps: 18.21, total fps: 4.00, frame obj: 7, total obj: 13288
inference: time->54.96ms, fps: 18.20, total fps: 5.00, frame obj: 6, total obj: 13294
inference: time->54.83ms, fps: 18.24, total fps: 4.00, frame obj: 6, total obj: 13300
inference: time->54.64ms, fps: 18.30, total fps: 4.00, frame obj: 7, total obj: 13307
inference: time->54.75ms, fps: 18.27, total fps: 4.00, frame obj: 5, total obj: 13312
inference: time->54.69ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 13320
inference: time->54.88ms, fps: 18.22, total fps: 4.00, frame obj: 9, total obj: 13329
inference: time->54.77ms, fps: 18.26, total fps: 4.00, frame obj: 7, total obj: 13336
inference: time->54.89ms, fps: 18.22, total fps: 4.00, frame obj: 7, total obj: 13343
inference: time->54.92ms, fps: 18.21, total fps: 4.00, frame obj: 7, total obj: 13350
inference: time->54.63ms, fps: 18.30, total fps: 4.00, frame obj: 7, total obj: 13357
inference: time->54.71ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 13365
inference: time->54.76ms, fps: 18.26, total fps: 4.00, frame obj: 9, total obj: 13374
inference: time->56.83ms, fps: 17.60, total fps: 4.00, frame obj: 6, total obj: 13380
inference: time->54.81ms, fps: 18.25, total fps: 4.00, frame obj: 7, total obj: 13387
inference: time->54.62ms, fps: 18.31, total fps: 4.00, frame obj: 8, total obj: 13395
inference: time->54.76ms, fps: 18.26, total fps: 4.00, frame obj: 8, total obj: 13403
inference: time->54.82ms, fps: 18.24, total fps: 4.00, frame obj: 7, total obj: 13410
inference: time->54.88ms, fps: 18.22, total fps: 4.00, frame obj: 9, total obj: 13419
inference: time->54.69ms, fps: 18.28, total fps: 4.00, frame obj: 6, total obj: 13425
inference: time->54.80ms, fps: 18.25, total fps: 4.00, frame obj: 7, total obj: 13432
inference: time->54.72ms, fps: 18.28, total fps: 4.00, frame obj: 8, total obj: 13440
inference: time->54.96ms, fps: 18.20, total fps: 4.00, frame obj: 7, total obj: 13447
inference: time->55.02ms, fps: 18.17, total fps: 4.00, frame obj: 8, total obj: 13455
inference: time->54.64ms, fps: 18.30, total fps: 4.00, frame obj: 7, total obj: 13462
inference: time->54.72ms, fps: 18.27, total fps: 5.00, frame obj: 7, total obj: 13469
inference: time->54.97ms, fps: 18.19, total fps: 4.00, frame obj: 5, total obj: 13474
inference: time->54.87ms, fps: 18.23, total fps: 4.00, frame obj: 8, total obj: 13482
inference: time->54.73ms, fps: 18.27, total fps: 4.00, frame obj: 9, total obj: 13491
inference: time->54.86ms, fps: 18.23, total fps: 4.00, frame obj: 7, total obj: 13498
inference: time->54.68ms, fps: 18.29, total fps: 4.00, frame obj: 7, total obj: 13505
inference: time->54.64ms, fps: 18.30, total fps: 4.00, frame obj: 9, total obj: 13514
inference: time->54.79ms, fps: 18.25, total fps: 4.00, frame obj: 6, total obj: 13520
inference: time->54.96ms, fps: 18.19, total fps: 4.00, frame obj: 6, total obj: 13526
inference: time->55.01ms, fps: 18.18, total fps: 4.00, frame obj: 6, total obj: 13532
